date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:22:19	17448/17448	---MCZ	200	added ('OK')	application/javascript	etag:W/%22620867fb-4428%22	https://live.21lab.co/nanosoft/wp-content/plugins/q2w3-fixed-widget/js/frontend.min.js?ver=6.0.4	C:/My%20Web%20Sites/my%20web/live.21lab.co/nanosoft/wp-content/plugins/q2w3-fixed-widget/js/frontend.mindc24.js	(from https://live.21lab.co/nanosoft/home-3/)
09:22:20	4427/4427	---M-Z	200	added ('OK')	application/javascript	etag:%22620a1f52-476%22	https://live.21lab.co/nanosoft/wp-content/cache/min/1/nanosoft/wp-content/plugins/animated-headline/js/main.js?ver=1644830546	C:/My%20Web%20Sites/my%20web/live.21lab.co/nanosoft/wp-content/cache/min/1/nanosoft/wp-content/plugins/animated-headline/js/mainc841.js	(from https://live.21lab.co/nanosoft/home-3/)
09:22:20	20124/20124	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261e68997-4e9c%22	https://live.21lab.co/nanosoft/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min.js?ver=6.8.0	C:/My%20Web%20Sites/my%20web/live.21lab.co/nanosoft/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min8e94.js	(from https://live.21lab.co/nanosoft/home-3/)
09:22:21	9237/9237	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261e68997-2415%22	https://live.21lab.co/nanosoft/wp-content/plugins/js_composer/assets/lib/vc_waypoints/vc-waypoints.min.js?ver=6.8.0	C:/My%20Web%20Sites/my%20web/live.21lab.co/nanosoft/wp-content/plugins/js_composer/assets/lib/vc_waypoints/vc-waypoints.min8e94.js	(from https://live.21lab.co/nanosoft/home-3/)
09:22:22	56420/56420	---M-Z	200	added ('OK')	application/javascript	etag:%22620a1f52-3d89%22	https://live.21lab.co/nanosoft/wp-content/cache/min/1/nanosoft/wp-content/plugins/line-shortcodes/js/shortcodes-3rd.js?ver=1644830546	C:/My%20Web%20Sites/my%20web/live.21lab.co/nanosoft/wp-content/cache/min/1/nanosoft/wp-content/plugins/line-shortcodes/js/shortcodes-3rdc841.js	(from https://live.21lab.co/nanosoft/home-3/)
09:22:22	3073/3073	---M-Z	200	added ('OK')	application/javascript	etag:%22620a1f52-46a%22	https://live.21lab.co/nanosoft/wp-content/cache/min/1/nanosoft/wp-content/plugins/line-shortcodes/js/shortcodes.js?ver=1644830546	C:/My%20Web%20Sites/my%20web/live.21lab.co/nanosoft/wp-content/cache/min/1/nanosoft/wp-content/plugins/line-shortcodes/js/shortcodesc841.js	(from https://live.21lab.co/nanosoft/home-3/)
09:22:23	8291/8291	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261e68bd0-2063%22	https://live.21lab.co/nanosoft/wp-content/plugins/wp-rocket/assets/js/lazyload/17.5/lazyload.min.js	C:/My%20Web%20Sites/my%20web/live.21lab.co/nanosoft/wp-content/plugins/wp-rocket/assets/js/lazyload/17.5/lazyload.min.js	(from https://live.21lab.co/nanosoft/home-3/)
09:22:23	6682/6682	---M--	200	added ('OK')	image/png	etag:%2261e68996-1a1a%22	https://live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/default/sprite.png	C:/My%20Web%20Sites/my%20web/live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/default/sprite.png	(from https://live.21lab.co/nanosoft/wp-content/cache/min/1/05a627ee71fd679f07be0c539eccb314.css)
09:22:24	1097/1097	---M--	200	added ('OK')	image/png	etag:%2261e68996-449%22	https://live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/default/sprite_x.png	C:/My%20Web%20Sites/my%20web/live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/default/sprite_x.png	(from https://live.21lab.co/nanosoft/wp-content/cache/min/1/05a627ee71fd679f07be0c539eccb314.css)
09:22:24	1162/1162	---M--	200	added ('OK')	image/png	etag:%2261e68996-48a%22	https://live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/default/sprite_y.png	C:/My%20Web%20Sites/my%20web/live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/default/sprite_y.png	(from https://live.21lab.co/nanosoft/wp-content/cache/min/1/05a627ee71fd679f07be0c539eccb314.css)
09:22:25	1358/1358	---M--	200	added ('OK')	image/png	etag:%2261e68996-54e%22	https://live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/default/sprite_next.png	C:/My%20Web%20Sites/my%20web/live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/default/sprite_next.png	(from https://live.21lab.co/nanosoft/wp-content/cache/min/1/05a627ee71fd679f07be0c539eccb314.css)
09:22:25	1376/1376	---M--	200	added ('OK')	image/png	etag:%2261e68996-560%22	https://live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/default/sprite_prev.png	C:/My%20Web%20Sites/my%20web/live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/default/sprite_prev.png	(from https://live.21lab.co/nanosoft/wp-content/cache/min/1/05a627ee71fd679f07be0c539eccb314.css)
09:22:26	1537/1537	---M--	200	added ('OK')	image/png	etag:%2261e68996-601%22	https://live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/default/default_thumb.png	C:/My%20Web%20Sites/my%20web/live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/default/default_thumb.png	(from https://live.21lab.co/nanosoft/wp-content/cache/min/1/05a627ee71fd679f07be0c539eccb314.css)
09:22:26	6331/6331	---M--	200	added ('OK')	image/gif	etag:%2261e68996-18bb%22	https://live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/default/loader.gif	C:/My%20Web%20Sites/my%20web/live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/default/loader.gif	(from https://live.21lab.co/nanosoft/wp-content/cache/min/1/05a627ee71fd679f07be0c539eccb314.css)
09:22:26	4099/4099	---M--	200	added ('OK')	image/png	etag:%2261e68996-1003%22	https://live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/light_rounded/sprite.png	C:/My%20Web%20Sites/my%20web/live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/light_rounded/sprite.png	(from https://live.21lab.co/nanosoft/wp-content/cache/min/1/05a627ee71fd679f07be0c539eccb314.css)
09:22:27	1411/1411	---M--	200	added ('OK')	image/png	etag:%2261e68996-583%22	https://live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/light_rounded/btnNext.png	C:/My%20Web%20Sites/my%20web/live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/light_rounded/btnNext.png	(from https://live.21lab.co/nanosoft/wp-content/cache/min/1/05a627ee71fd679f07be0c539eccb314.css)
09:22:27	1442/1442	---M--	200	added ('OK')	image/png	etag:%2261e68996-5a2%22	https://live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/light_rounded/btnPrevious.png	C:/My%20Web%20Sites/my%20web/live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/light_rounded/btnPrevious.png	(from https://live.21lab.co/nanosoft/wp-content/cache/min/1/05a627ee71fd679f07be0c539eccb314.css)
09:22:28	4076/4076	---M--	200	added ('OK')	image/png	etag:%2261e68996-fec%22	https://live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/dark_rounded/sprite.png	C:/My%20Web%20Sites/my%20web/live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/dark_rounded/sprite.png	(from https://live.21lab.co/nanosoft/wp-content/cache/min/1/05a627ee71fd679f07be0c539eccb314.css)
09:22:28	130/130	---M--	200	added ('OK')	image/png	etag:%2261e68996-82%22	https://live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/dark_rounded/contentPattern.png	C:/My%20Web%20Sites/my%20web/live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/dark_rounded/contentPattern.png	(from https://live.21lab.co/nanosoft/wp-content/cache/min/1/05a627ee71fd679f07be0c539eccb314.css)
09:22:29	1411/1411	---M--	200	added ('OK')	image/png	etag:%2261e68996-583%22	https://live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/dark_rounded/btnNext.png	C:/My%20Web%20Sites/my%20web/live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/dark_rounded/btnNext.png	(from https://live.21lab.co/nanosoft/wp-content/cache/min/1/05a627ee71fd679f07be0c539eccb314.css)
09:22:29	1442/1442	---M--	200	added ('OK')	image/png	etag:%2261e68996-5a2%22	https://live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/dark_rounded/btnPrevious.png	C:/My%20Web%20Sites/my%20web/live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/dark_rounded/btnPrevious.png	(from https://live.21lab.co/nanosoft/wp-content/cache/min/1/05a627ee71fd679f07be0c539eccb314.css)
09:22:29	2545/2545	---M--	200	added ('OK')	image/gif	etag:%2261e68996-9f1%22	https://live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/dark_rounded/loader.gif	C:/My%20Web%20Sites/my%20web/live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/dark_rounded/loader.gif	(from https://live.21lab.co/nanosoft/wp-content/cache/min/1/05a627ee71fd679f07be0c539eccb314.css)
09:22:30	2545/2545	---M--	200	added ('OK')	image/gif	etag:%2261e68996-9f1%22	https://live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/dark_square/loader.gif	C:/My%20Web%20Sites/my%20web/live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/dark_square/loader.gif	(from https://live.21lab.co/nanosoft/wp-content/cache/min/1/05a627ee71fd679f07be0c539eccb314.css)
09:22:31	3507/3507	---M--	200	added ('OK')	image/png	etag:%2261e68996-db3%22	https://live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/dark_square/sprite.png	C:/My%20Web%20Sites/my%20web/live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/dark_square/sprite.png	(from https://live.21lab.co/nanosoft/wp-content/cache/min/1/05a627ee71fd679f07be0c539eccb314.css)
09:22:31	1411/1411	---M--	200	added ('OK')	image/png	etag:%2261e68996-583%22	https://live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/dark_square/btnNext.png	C:/My%20Web%20Sites/my%20web/live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/dark_square/btnNext.png	(from https://live.21lab.co/nanosoft/wp-content/cache/min/1/05a627ee71fd679f07be0c539eccb314.css)
09:22:32	1442/1442	---M--	200	added ('OK')	image/png	etag:%2261e68996-5a2%22	https://live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/dark_square/btnPrevious.png	C:/My%20Web%20Sites/my%20web/live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/dark_square/btnPrevious.png	(from https://live.21lab.co/nanosoft/wp-content/cache/min/1/05a627ee71fd679f07be0c539eccb314.css)
09:22:33	3507/3507	---M--	200	added ('OK')	image/png	etag:%2261e68996-db3%22	https://live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/light_square/sprite.png	C:/My%20Web%20Sites/my%20web/live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/light_square/sprite.png	(from https://live.21lab.co/nanosoft/wp-content/cache/min/1/05a627ee71fd679f07be0c539eccb314.css)
09:22:33	1411/1411	---M--	200	added ('OK')	image/png	etag:%2261e68996-583%22	https://live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/light_square/btnNext.png	C:/My%20Web%20Sites/my%20web/live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/light_square/btnNext.png	(from https://live.21lab.co/nanosoft/wp-content/cache/min/1/05a627ee71fd679f07be0c539eccb314.css)
09:22:34	1442/1442	---M--	200	added ('OK')	image/png	etag:%2261e68996-5a2%22	https://live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/light_square/btnPrevious.png	C:/My%20Web%20Sites/my%20web/live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/light_square/btnPrevious.png	(from https://live.21lab.co/nanosoft/wp-content/cache/min/1/05a627ee71fd679f07be0c539eccb314.css)
09:22:35	4227/4227	---M--	200	added ('OK')	image/png	etag:%2261e68996-1083%22	https://live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/facebook/sprite.png	C:/My%20Web%20Sites/my%20web/live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/facebook/sprite.png	(from https://live.21lab.co/nanosoft/wp-content/cache/min/1/05a627ee71fd679f07be0c539eccb314.css)
09:22:36	142/142	---M--	200	added ('OK')	image/png	etag:%2261e68996-8e%22	https://live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/facebook/contentPatternTop.png	C:/My%20Web%20Sites/my%20web/live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/facebook/contentPatternTop.png	(from https://live.21lab.co/nanosoft/wp-content/cache/min/1/05a627ee71fd679f07be0c539eccb314.css)
09:22:36	137/137	---M--	200	added ('OK')	image/png	etag:%2261e68996-89%22	https://live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/facebook/contentPatternLeft.png	C:/My%20Web%20Sites/my%20web/live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/facebook/contentPatternLeft.png	(from https://live.21lab.co/nanosoft/wp-content/cache/min/1/05a627ee71fd679f07be0c539eccb314.css)
09:22:37	136/136	---M--	200	added ('OK')	image/png	etag:%2261e68996-88%22	https://live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/facebook/contentPatternRight.png	C:/My%20Web%20Sites/my%20web/live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/facebook/contentPatternRight.png	(from https://live.21lab.co/nanosoft/wp-content/cache/min/1/05a627ee71fd679f07be0c539eccb314.css)
09:22:38	2545/2545	---M--	200	added ('OK')	image/gif	etag:%2261e68996-9f1%22	https://live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/facebook/loader.gif	C:/My%20Web%20Sites/my%20web/live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/facebook/loader.gif	(from https://live.21lab.co/nanosoft/wp-content/cache/min/1/05a627ee71fd679f07be0c539eccb314.css)
09:22:39	845/845	---M--	200	added ('OK')	image/png	etag:%2261e68996-34d%22	https://live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/facebook/btnNext.png	C:/My%20Web%20Sites/my%20web/live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/facebook/btnNext.png	(from https://live.21lab.co/nanosoft/wp-content/cache/min/1/05a627ee71fd679f07be0c539eccb314.css)
09:22:39	828/828	---M--	200	added ('OK')	image/png	etag:%2261e68996-33c%22	https://live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/facebook/btnPrevious.png	C:/My%20Web%20Sites/my%20web/live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/facebook/btnPrevious.png	(from https://live.21lab.co/nanosoft/wp-content/cache/min/1/05a627ee71fd679f07be0c539eccb314.css)
09:22:40	142/142	---M--	200	added ('OK')	image/png	etag:%2261e68996-8e%22	https://live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/facebook/contentPatternBottom.png	C:/My%20Web%20Sites/my%20web/live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/facebook/contentPatternBottom.png	(from https://live.21lab.co/nanosoft/wp-content/cache/min/1/05a627ee71fd679f07be0c539eccb314.css)
09:22:40	227/227	---M--	200	added ('OK')	image/gif	etag:%2261e68996-e3%22	https://live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/facebook/default_thumbnail.gif	C:/My%20Web%20Sites/my%20web/live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/facebook/default_thumbnail.gif	(from https://live.21lab.co/nanosoft/wp-content/cache/min/1/05a627ee71fd679f07be0c539eccb314.css)
09:22:41	2545/2545	---M--	200	added ('OK')	image/gif	etag:%2261e68996-9f1%22	https://live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/light_rounded/loader.gif	C:/My%20Web%20Sites/my%20web/live.21lab.co/nanosoft/wp-content/plugins/wp-video-lightbox/images/prettyPhoto/light_rounded/loader.gif	(from https://live.21lab.co/nanosoft/wp-content/cache/min/1/05a627ee71fd679f07be0c539eccb314.css)
